y_mm \ x_mm,-40.00,-35.00,-30.00,-25.00,-20.00,-15.00,-10.00,-5.00,0.00,5.00,10.00,15.00,20.00,25.00,30.00,35.00,40.00
45.00,-1.0000,0.0000,-1.0000,0.0078,-1.0000,0.0111,-1.0000,0.0181,-1.0000,0.0135,-1.0000,0.0074,-1.0000,0.0030,-1.0000,0.0016,-1.0000
40.00,0.0000,-1.0000,0.0067,-1.0000,0.0193,-1.0000,0.0480,-1.0000,0.0555,-1.0000,0.0395,-1.0000,0.0162,-1.0000,0.0055,-1.0000,0.0000
35.00,-1.0000,0.0050,-1.0000,0.0314,-1.0000,0.1163,-1.0000,0.2048,-1.0000,0.1859,-1.0000,0.1012,-1.0000,0.0275,-1.0000,0.0049,-1.0000
30.00,0.0039,-1.0000,0.0327,-1.0000,0.1844,-1.0000,0.5107,-1.0000,0.6072,-1.0000,0.4559,-1.0000,0.1694,-1.0000,0.0294,-1.0000,0.0039
25.00,-1.0000,0.0256,-1.0000,0.1926,-1.0000,0.7911,-1.0000,1.2548,-1.0000,1.1961,-1.0000,0.7280,-1.0000,0.1898,-1.0000,0.0292,-1.0000
20.00,0.0136,-1.0000,0.1346,-1.0000,0.8169,-1.0000,1.7496,-1.0000,1.8934,-1.0000,1.6729,-1.0000,0.8046,-1.0000,0.1824,-1.0000,0.0194
15.00,-1.0000,0.0641,-1.0000,0.5700,-1.0000,1.7807,-1.0000,2.2148,-1.0000,2.2190,-1.0000,1.7812,-1.0000,0.7550,-1.0000,0.1221,-1.0000
10.00,0.0258,-1.0000,0.2794,-1.0000,1.3616,-1.0000,2.2542,-1.0000,2.2939,-1.0000,2.2649,-1.0000,1.6389,-1.0000,0.4862,-1.0000,0.0467
5.00,-1.0000,0.1056,-1.0000,0.7876,-1.0000,2.0420,-1.0000,2.3428,-1.0000,2.3421,-1.0000,2.1148,-1.0000,1.0981,-1.0000,0.1787,-1.0000
0.00,0.0359,-1.0000,0.3430,-1.0000,1.5119,-1.0000,2.3669,-1.0000,2.3908,-1.0000,2.3061,-1.0000,1.7042,-1.0000,0.4744,-1.0000,0.0459
-5.00,-1.0000,0.1163,-1.0000,0.8117,-1.0000,2.0695,-1.0000,2.3871,-1.0000,2.3864,-1.0000,2.1675,-1.0000,0.9738,-1.0000,0.1358,-1.0000
-10.00,0.0324,-1.0000,0.2977,-1.0000,1.3202,-1.0000,2.2455,-1.0000,2.3718,-1.0000,2.2752,-1.0000,1.4507,-1.0000,0.3318,-1.0000,0.0299
-15.00,-1.0000,0.0796,-1.0000,0.5516,-1.0000,1.5830,-1.0000,2.2045,-1.0000,2.1508,-1.0000,1.5705,-1.0000,0.5583,-1.0000,0.0731,-1.0000
-20.00,0.0184,-1.0000,0.1559,-1.0000,0.7221,-1.0000,1.5313,-1.0000,1.7981,-1.0000,1.3946,-1.0000,0.6499,-1.0000,0.1328,-1.0000,0.0149
-25.00,-1.0000,0.0328,-1.0000,0.2113,-1.0000,0.6918,-1.0000,1.1079,-1.0000,1.0024,-1.0000,0.5638,-1.0000,0.1656,-1.0000,0.0250,-1.0000
-30.00,0.0066,-1.0000,0.0448,-1.0000,0.1998,-1.0000,0.4590,-1.0000,0.5360,-1.0000,0.3645,-1.0000,0.1466,-1.0000,0.0318,-1.0000,0.0035
-35.00,-1.0000,0.0083,-1.0000,0.0430,-1.0000,0.1303,-1.0000,0.2071,-1.0000,0.1796,-1.0000,0.0924,-1.0000,0.0304,-1.0000,0.0050,-1.0000
-40.00,0.0004,-1.0000,0.0075,-1.0000,0.0291,-1.0000,0.0603,-1.0000,0.0694,-1.0000,0.0457,-1.0000,0.0195,-1.0000,0.0068,-1.0000,0.0003
-45.00,-1.0000,0.0024,-1.0000,0.0057,-1.0000,0.0139,-1.0000,0.0227,-1.0000,0.0221,-1.0000,0.0167,-1.0000,0.0059,-1.0000,0.0003,-1.0000
