y_mm \ x_mm,-40.00,-35.00,-30.00,-25.00,-20.00,-15.00,-10.00,-5.00,0.00,5.00,10.00,15.00,20.00,25.00,30.00,35.00,40.00
40.00,,,,,,,,,,,,,,,,,
35.00,,,,,,,,0.1113,,0.2537,,,,,,,
30.00,,,,,0.0186,,0.2596,,0.1624,,0.4686,,0.1395,,,,
25.00,,,,0.4757,,0.1334,,0.0580,,0.2679,,0.4465,,0.0088,,,
20.00,,,,,0.6120,,0.1537,,0.0038,,0.2604,,0.3708,,0.0079,,
15.00,,,,0.5393,,0.1682,,0.4156,,0.2108,,0.2089,,0.4511,,,
10.00,,,0.1622,,0.3614,,0.0318,,0.6409,,0.1975,,0.0969,,0.2174,,
5.00,,,,0.2324,,0.0968,,0.3162,,0.5707,,0.5644,,0.3894,,0.4194,
0.00,,,0.6594,,0.4677,,0.5060,,0.3118,,0.8608,,0.0062,,0.4630,,
-5.00,,0.1028,,0.0031,,0.0224,,0.7861,,0.4987,,0.1701,,0.0177,,,
-10.00,,,0.3849,,0.2334,,0.3006,,0.5655,,0.1873,,0.5590,,0.4243,,
-15.00,,,,0.5040,,0.3114,,0.1808,,0.0028,,0.8993,,0.3510,,,
-20.00,,,0.4671,,0.3257,,0.4693,,0.7054,,0.5971,,0.1553,,,,
-25.00,,,,0.3490,,0.2903,,0.0326,,0.2444,,0.0949,,,,,
-30.00,,,,,0.3122,,0.1334,,0.5153,,0.0463,,,,,,
-35.00,,,,,,,,,,,,,,,,,
-40.00,,,,,,,,,,,,,,,,,
-45.00,,,,,,,,,,,,,,,,,
